n,peak KAM1 Actual,peak KAM1 Predict,peak KAM2 Actual,peak KAM2 Predict
R_b4ec92ba-22d7-4d9a-986e-018fc48e0e1a_model.csv,4.643804,5.1384573,3.9266653,4.364185
R_b555681f-8f70-4dd8-b38f-961b48da3d46_model.csv,2.6661148,4.7678094,3.0628698,4.619958
R_b627faff-b85c-44fa-9d52-90dba8a81977_model.csv,2.7801042,5.276495,2.6333601,5.0871367
R_b6f8de83-0fc9-4e06-8045-c5f47a3f43d0_model.csv,3.7768602,5.187649,2.233443,4.638071
R_b845862e-40b3-4608-a8e2-6e7291485eb6_model.csv,6.6655464,6.0335627,6.0398445,5.9116125
R_b9094a95-123b-4edd-8ad0-e5d4dbad0f2c_model.csv,3.9953876,5.5262594,3.2161279,5.3060894
R_b9608f1f-cec7-4e01-9bd1-bec61fc316c8_model.csv,6.421637,5.1995206,4.802346,4.8533564
R_bf0589a5-edb0-4464-925e-6115ae6d7b1a_model.csv,2.6968124,3.1461096,1.2020465,2.9229226
R_c2adadd8-1535-462a-ac18-f94fae43a90e_model.csv,7.5159607,5.4842286,7.3310328,5.502608
R_c2edef00-7213-41e4-b10d-f91c8d143a48_model.csv,5.0331793,4.434986,4.10823,4.021492
R_c3825ce2-c6ca-448a-8593-ea91f36d83dc_model.csv,4.9068527,4.6097593,4.4697857,3.644241
R_c5f42b9b-b27d-4c21-aa64-c937467fd632_model.csv,3.8517487,4.562211,3.5655715,4.2113285
R_c641a1d1-e0ee-4171-aaed-687e51ea19aa_model.csv,4.761068,5.7877197,6.122032,5.512395
R_c778064b-12fa-4a36-a880-c5e79382686e_model.csv,6.6512294,5.4995146,5.3492527,5.166066
R_c7c56a7e-3b60-486b-95d4-8c584dafc975_model.csv,3.1837265,5.2760096,3.5440853,4.983893
R_cb608a4d-1ea6-4b64-b39f-1a7d2648a5ed_model.csv,4.189815,4.322879,3.8031662,4.280513
R_cc9eab0d-e400-40a3-a393-64b4206571d5_model.csv,3.3035495,5.7156124,3.1839638,5.5096164
R_d1f5100d-c1d6-4552-bc2c-ae1ba67e2106_model.csv,7.386139,5.996498,7.4037642,5.849968
R_d3f68c7c-d8ba-41fb-b9d6-dabc050f39f1_model.csv,2.3882637,4.9228563,2.0881996,4.650732
R_d474b40e-9bf7-4102-939f-07d737735be8_model.csv,1.4513775,4.533823,1.1780424,4.1139507
R_d532bdd9-8b96-4a78-bfdf-bd2918aea41b_model.csv,1.6415529,4.052798,2.5213044,3.275304
R_d743b7d0-5297-4637-adfe-d14a7d9ca685_model.csv,4.054719,5.61131,4.6535864,5.205866
R_db28e7a6-dc2f-43e7-a44e-fbd1e8faf1b3_model.csv,1.9956952,3.954973,2.3513646,3.1563706
R_dd9fcac6-47b6-456a-a6f0-1c41993e640b_model.csv,4.1983967,5.754209,4.264674,5.4391212
R_e0239759-4ac5-4dae-8bdb-28e62fd820d6_model.csv,2.282827,5.16049,0.9887003,4.867623
R_e2ce4030-03e4-40af-b7ab-85806d27c085_model.csv,3.5202827,4.4839993,2.9489121,3.6157835
R_e34a7920-687d-432e-a220-a1ee135cc08e_model.csv,1.6005595,3.6508586,1.3072978,3.306467
R_e3593e60-c0e5-43ce-a418-6e703e241a36_model.csv,2.5254457,5.1543,2.7297835,4.6801977
R_e599c7d8-26fe-4fc6-b88a-ececa8665d39_model.csv,5.2636857,4.1796274,5.8777046,2.9254258
R_e62d37b7-152a-4538-98dd-47dc9a6f20cc_model.csv,2.787092,5.0628777,2.0027566,4.458528
R_e63a7d92-8b81-42af-8384-7587f4b5076e_model.csv,2.7510068,3.7310078,2.1524487,3.3677733
R_e80351f1-79b8-41f5-b96c-3aeee3ac38e6_model.csv,5.1058064,5.3862476,4.159221,4.9954357
R_e933cea4-4100-45bf-aa91-e0a63740dd9c_model.csv,2.649362,3.8530855,2.1062481,3.4816935
R_eb1d6a53-46ad-455e-b9c2-c343c03d29cc_model.csv,6.496065,4.356403,4.0016317,3.3935368
R_eb9d62e3-6fd0-47ae-adbd-75f33a237a32_model.csv,5.78754,5.665938,6.5218296,5.4936366
R_ecabad50-5175-400f-88fc-259d0788a78d_model.csv,3.218658,4.8590035,1.5376378,4.609805
R_eff7c484-17bb-4d80-8cf9-53dc35593c51_model.csv,4.871505,4.538446,4.3234987,4.35581
R_f49aff35-532f-46e2-9531-08bf80bb80cb_model.csv,4.0262265,5.834381,5.134118,5.6743865
R_f7993e5f-d4ba-48dc-8d67-a12ac160cf68_model.csv,2.6886435,3.951287,3.1325078,3.5809157
R_f8cdc2eb-dfab-4f1d-bade-7a4fb316466a_model.csv,6.291876,4.2685103,4.9699574,3.4615097
R_fb110342-da12-4c44-b728-3df7098cbc3a_model.csv,4.736193,4.8115115,3.6938508,4.2341747
R_fb1ce174-af2b-4f6e-9dec-f78f2a43177c_model.csv,3.037647,4.6373825,3.3070784,3.9685285
R_fd566b74-cbcf-4c38-b494-e3bc382787a0_model.csv,3.6221733,4.513094,2.5629761,4.207368
R_fdd89b1b-6054-467b-be26-0ba1327ae282_model.csv,7.0595226,5.925413,5.278843,5.8544827
R_fdf9d320-b1e2-44a8-84d8-b855488c0823_model.csv,1.7878717,4.137459,1.4661012,3.6259735
R_ff0503de-1ab0-4d6a-9d7d-21331bc09fc3_model.csv,2.8376179,3.9484441,2.6750367,3.7503712
